id,sale_date,sale_price,sale_nbr,sale_warning,join_status,join_year,latitude,longitude,area,city,zoning,subdivision,present_use,land_val,imp_val,year_built,year_reno,sqft_lot,sqft,sqft_1,sqft_fbsmt,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm,view_otherwater,view_other,submarket
97433,2012-10-15,492357,2.0,   ,new,2025,47.7114,-122.0207,95,KING COUNTY,R6,TRILOGY AT REDMOND RIDGE DIV 12,2,401000,652000,2012,0,4500,1590,1590,0,8,0,3,1.0,2,1,1,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
130065,2008-02-15,299000,1.0,   ,nochg,2025,47.2899,-122.3705,53,FEDERAL WAY,RS7.2,MADRONA TRAILS DIV 02,2,186000,437000,1984,0,6666,2030,1150,0,8,0,4,2.0,3,2,0,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
149337,2015-07-15,530571,1.0,   ,reno - before,1999,47.743,-122.2922,3,LAKE FOREST PARK,RS 7200,STATE PLAT IN SEC 16-26-4,2,56000,177000,1952,1990,6525,2240,1570,0,7,0,3,2.0,2,1,1,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
126483,2004-06-15,309000,1.0,   ,nochg,2025,47.624,-122.0438,35,SAMMAMISH,R4,HERITAGE HEIGHTS,2,443000,542000,1991,0,12017,1630,900,0,8,0,3,2.0,3,1,1,1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
156911,2014-03-15,815000,,   ,new,2025,47.7374,-122.2073,38,BOTHELL,R 9600,HOPKINS GARDEN,2,822000,699000,2014,0,10625,3410,1680,0,9,0,3,2.0,4,2,1,0,0,780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Q
156754,2000-12-15,255000,,   ,nochg,2025,47.5608,-122.3021,79,SEATTLE,NR3,TRIPPY'S ADD NO. 01,2,344000,382000,1951,0,5037,2060,1030,1030,7,7,3,1.0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
8415,1999-08-15,470100,1.0,   ,miss99,2025,47.7441,-122.2252,38,KENMORE,R4,INGLEWOOD HEIGHTS,2,627000,631000,1993,0,24394,3400,1610,820,8,8,4,2.0,4,2,1,1,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
116928,2016-04-15,340000,,   ,nochg,2025,47.7554,-122.0745,36,KING COUNTY,RA5,COTTAGE GLEN ADD NO. 03,2,449000,205000,1969,0,9754,1100,1100,0,7,0,3,1.0,3,1,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
163893,2011-03-15,238800,2.0,   ,nochg,2025,47.2902,-122.3456,54,FEDERAL WAY,RS7.2,CAMPUS HIGHLANDS DIV NO. 04,2,172000,437000,1994,0,7755,2010,1050,0,8,0,3,2.0,4,2,0,1,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
89827,1999-10-15,266750,,   ,nochg,2025,47.6748,-122.2818,44,SEATTLE,NR3,HAWTHORNE HOMES DIV NO. 02,2,836000,1000,1951,0,6750,1040,1040,0,7,0,3,1.0,2,1,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
175297,2006-11-15,308950,1.0,   ,new,2025,47.7346,-122.3467,1,SHORELINE,R48,URBAN TRAIL TOWNHOMES,29,135000,368000,2006,0,660,1220,550,140,7,7,3,2.0,2,1,0,1,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
124893,2006-06-15,525000,2.0,   ,nochg,2025,47.6886,-122.167,93,KIRKLAND,RSX 7.2,ROSE HILL WOODS NO. 03,2,619000,456000,1993,0,7252,2290,1120,0,7,0,3,2.0,3,2,0,1,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
171909,2017-03-15,870000,,   ,nochg,2025,47.5558,-122.1774,64,BELLEVUE,R-5,NEWPORT HILLS NO. 03,2,778000,390000,1959,0,9874,2040,1340,700,8,7,4,1.0,4,1,1,1,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
92029,2014-08-15,1650000,1.0,   ,reno - before,2025,47.6434,-122.4088,11,SEATTLE,NR2,BRIARCLIFF,2,1292000,1654000,1946,2001,9567,4565,1925,1080,11,10,3,2.0,5,4,1,1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
21700,2019-12-15,306800,,   ,nochg,2025,47.3787,-122.1461,62,KENT,SR-4.5,MERIDIAN FIRS,29,210000,198000,1981,0,2390,1740,740,0,7,0,4,2.0,2,1,1,1,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
62317,2022-10-15,800000,, 15 ,nochg,2025,47.7082,-122.3071,7,SEATTLE,NR2,VICTORY HEIGHTS ADD,2,516000,211000,1940,0,9420,1840,1290,550,7,6,3,1.0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,C
24547,2018-02-15,730000,3.0,   ,miss99,2025,47.6867,-122.093,71,REDMOND,NR,CHELSEA PLACE,29,394000,659000,1996,0,3591,1760,900,0,8,0,3,2.0,2,2,0,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O
140045,1999-07-15,225000,,   ,nochg,2025,47.3314,-122.189,61,AUBURN,R5,CARRINGTON BLUFF DIV NO. 01,2,216000,443000,1996,0,7097,2300,1210,0,8,0,3,2.0,5,2,0,1,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
159420,1999-07-15,549950,1.0,   ,reno - after,1999,47.5233,-122.3827,17,SEATTLE,SF 5000,,2,133000,322000,1970,0,15640,3370,1970,1400,9,9,4,1.0,5,1,2,0,460,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,F
113270,2023-06-15,1150000,3.0,   ,new,2025,47.5303,-121.88,75,SNOQUALMIE,MU,SNOQUALMIE RIDGE PLAT 5 PARCEL R,2,446000,505000,2001,0,4500,2640,1120,0,7,0,3,2.0,4,1,1,1,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
20755,1999-11-15,269500,1.0,   ,nochg,2025,47.6183,-122.2944,15,SEATTLE,NR3,YESLERS H L 2ND ADD SUPL,2,667000,266000,1906,0,4800,2520,1260,1260,7,7,3,1.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
81675,2000-04-15,134000,1.0,   ,nochg,2025,47.3838,-122.3118,88,DES MOINES,RS-7200,MAPLE GROVE DIV NO. 01,2,177000,352000,1962,0,8323,1150,1150,0,7,0,5,1.0,3,1,1,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
58500,1999-01-15,221950,1.0,   ,nochg,2025,47.6848,-122.3857,19,SEATTLE,NR3,NELSON H E ADD,2,599000,236000,1944,0,4000,1680,980,700,7,6,3,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
173770,2004-03-15,735000,,   ,new,2025,47.6924,-122.1922,74,KIRKLAND,RS 8.5,CRESTWOOD HIGHLANDS,2,835000,1043000,2001,0,9347,3420,1680,1740,9,8,3,1.0,3,2,0,1,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
130882,2001-03-15,191000,,   ,nochg,2025,47.2848,-122.2702,55,KING COUNTY,R4,JOVITA HEIGHTS ADD,2,143000,442000,1958,0,28800,1920,1920,0,7,0,4,1.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
123540,2011-06-15,320000,2.0,   ,new,2025,47.5342,-122.0675,65,ISSAQUAH,UVSF-1,ASCENT AT TALUS DIV NO. II,29,292000,444000,2005,0,2476,1600,670,0,7,0,3,2.0,3,2,0,1,0,410,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R
573,2013-05-15,284604,1.0,   ,new,2025,47.2593,-122.1983,87,AUBURN,PUD,RIDGE AT BOWMAN CREEK THE,2,166000,451000,2013,0,4800,2010,970,0,8,0,3,2.0,4,2,0,1,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
9492,2002-12-15,111000,1.0,   ,nochg,2025,47.5303,-122.352,77,SEATTLE,NR3,DUMAR DIV NO. 03,2,313000,342000,1950,0,6300,1170,1170,0,7,0,4,1.0,3,2,0,1,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
142849,2007-03-15,247000,2.0,   ,nochg,2025,47.4817,-122.232,25,KING COUNTY,R8,,2,158000,176000,1958,0,8160,1170,1170,0,6,0,3,1.0,3,1,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
144859,2022-05-15,568000,,   ,nochg,2025,47.5014,-122.3494,23,KING COUNTY,R6,,2,272000,234000,1949,0,8181,1050,1050,0,7,0,3,1.0,3,1,0,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G
50208,2018-11-15,565000,,   ,nochg,2025,47.5677,-122.3958,48,SEATTLE,NR3,WARDALL PARK ADD,2,586000,300000,1948,0,5500,1660,930,730,7,6,4,1.0,2,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
12783,2005-04-15,221000,2.0,   ,nochg,2025,47.5234,-122.3574,77,SEATTLE,NR3,SOUTHWEST SEATTLE ADD,2,275000,203000,1919,0,4731,720,720,0,6,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
62264,2000-09-15,126500,1.0,   ,nochg,2025,47.5237,-122.3502,77,SEATTLE,NR3,MARASH ADD,2,283000,147000,1917,0,5080,600,600,0,5,0,4,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
59062,2011-07-15,130000,1.0,   ,nochg,2025,47.3759,-122.2383,61,KENT,MR-D,WATERMANS ACRE TRS TO KENT,2,160000,233000,1926,0,5408,1010,1010,0,6,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
125447,2013-04-15,1500000,2.0, 10 ,rebuilt - after,2025,47.6706,-122.2559,46,SEATTLE,NR1,,2,1957000,4678000,2016,0,23250,7230,3440,0,12,0,3,2.0,4,2,1,1,0,860,0,0,0,0,0,0,3,3,0,0,3,0,0,0,C
102609,2002-02-15,279900,1.0,   ,nochg,2025,47.6839,-122.394,19,SEATTLE,NR3,,2,415000,162000,1950,0,5018,1060,1060,0,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
151925,2016-06-15,283000,4.0,   ,nochg,2025,47.3356,-122.2776,27,KING COUNTY,R6,FAIRLANE NO. 01,2,160000,325000,1968,0,7800,1200,1200,0,7,0,4,1.0,4,1,0,1,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
34905,2005-08-15,583000,2.0,   ,nochg,2025,47.5252,-122.1728,64,NEWCASTLE,R-6,OLYMPUS DIV NO. 04,2,759000,420000,1995,0,21792,2640,1460,0,8,0,3,2.0,4,2,0,1,0,490,0,0,1,0,0,0,0,2,0,0,0,0,0,0,R
8169,2021-10-15,770000,2.0,   ,nochg,2025,47.5206,-122.1611,64,NEWCASTLE,R-4,EVERGREEN TERRACE ADD,2,613000,179000,1963,0,40495,1690,1690,0,7,0,3,1.0,3,1,0,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
137038,2003-03-15,252723,,   ,nochg,2025,47.3695,-122.0383,56,MAPLE VALLEY,R-4,LAKE WILDERNESS SHORE ACRES,2,220000,405000,1983,0,12565,1770,950,0,8,0,4,2.0,2,1,0,1,0,440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,M
77403,2010-01-15,420000,1.0,   ,nochg,2025,47.7115,-122.3029,7,SEATTLE,NR2,VICTORY HEIGHTS REPLAT BLKS 21-29,2,554000,315000,1987,0,7270,1760,1180,580,7,7,4,1.0,3,1,2,0,320,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
103298,2019-01-15,449000,2.0,   ,nochg,2025,47.3836,-122.1937,62,KENT,SR-8,,2,310000,334000,1956,0,19043,2470,1310,1160,7,7,5,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
101873,2021-06-15,1122000,3.0,   ,nochg,2025,47.6094,-122.1203,67,BELLEVUE,R-4,LAKE HILLS NO. 15,2,862000,578000,1961,0,9450,2350,1500,0,7,0,5,2.0,3,1,1,1,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
142485,2012-12-15,810000,2.0,   ,new,2025,47.5822,-122.3829,16,SEATTLE,NR3,OCCIDENT HEIGHTS ADD TO W S,2,390000,1106000,2012,0,3575,3020,1200,670,9,8,3,2.0,4,2,1,1,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
121056,2017-11-15,773000,,   ,nochg,2025,47.7634,-122.2691,4,KENMORE,R6,LAKEMORE TERRACE NO. 02,2,435000,631000,1978,0,13620,3060,1890,640,8,7,4,1.5,3,2,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
192401,2002-09-15,227500,1.0,   ,nochg,2025,47.3464,-122.2825,26,KING COUNTY,R4,KINGCO ESTATES NO. 03,2,151000,438000,1987,0,9668,2450,1900,550,7,7,3,1.0,4,2,0,1,290,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
96312,1999-02-15,2000000,1.0,   ,reno - after,1999,47.5309,-122.2187,34,MERCER ISLAND,R-8.4,,2,693000,808000,1990,0,14150,5120,2120,1300,12,12,3,2.0,5,3,1,1,0,750,6,0,0,0,3,0,0,4,0,0,4,0,0,0,S
48962,2020-10-15,500000,2.0,   ,new,2025,47.3517,-122.2126,27,AUBURN,PUD,TRAIL RUN DIV 2,2,160000,453000,2009,0,4291,2099,917,0,7,0,3,2.0,3,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
77519,2011-08-15,348000,2.0,   ,nochg,2025,47.6715,-122.1619,93,REDMOND,NR,,2,1002000,102000,1977,0,7400,1580,1050,530,7,7,4,1.0,3,1,1,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
169124,2022-07-15,610000,2.0,   ,nochg,2025,47.5009,-122.267,22,SEATTLE,NR3,HILLMANS CD MEADOW GARDENS DIV NO. 04,2,209000,314000,1969,0,6000,1400,1400,0,7,0,4,1.0,4,0,2,1,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
142739,1999-11-15,141950,,   ,nochg,2025,47.3725,-122.2958,88,KENT,SR-6,DEL MAR ADD NO. 09,2,177000,291000,1967,0,8260,1170,1170,0,7,0,3,1.0,3,1,1,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
104117,2007-07-15,2000000,2.0,   ,rebuilt - before,1999,47.6795,-122.2108,74,KIRKLAND,RS7.2,KIRKLAND ADD,2,296000,129000,1927,0,5000,1140,1140,0,7,0,4,1.5,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,3,0,0,0,Q
108210,2008-10-15,465000,3.0,   ,nochg,2025,47.5745,-122.0076,69,SAMMAMISH,R6,KLAHANIE DIV NO. 09,2,442000,624000,1989,0,4334,1690,900,0,8,0,3,2.0,3,2,0,1,0,440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,O
172830,2018-12-15,585000,4.0,   ,new,2025,47.7308,-121.9828,70,DUVALL,R12,SKYLINE HEIGHTS,2,205000,638000,2013,0,3751,2280,970,0,8,0,3,2.0,5,2,1,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
175724,2017-03-15,839000,2.0,   ,miss99,2025,47.6404,-122.3281,13,SEATTLE,LR3 (M1),GREENE'S ADD,2,936000,1000,1925,0,2556,1590,990,0,7,0,3,1.5,3,1,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
141290,2003-02-15,119975,,   ,nochg,2025,47.5113,-122.3588,23,KING COUNTY,R18,REGAL HEIGHTS ADD,2,207000,126000,1950,0,2500,410,410,0,5,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
42274,2002-03-15,240000,1.0,   ,new,2025,47.4971,-122.3502,96,BURIEN,RS-7200,SALMON CREEK ADD,2,180000,435000,2001,0,5057,1840,1240,600,7,7,3,1.0,3,1,1,1,480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G
58055,2004-06-15,174950,,   ,nochg,2025,47.5294,-122.356,77,SEATTLE,NR3,LIBERTY DIV 02 ADD,2,283000,124000,1919,0,5146,700,700,0,5,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
31142,2013-07-15,735000,3.0,   ,new,2025,47.5405,-121.9932,75,ISSAQUAH,UVSF-1,ISSAQUAH HIGHLANDS DIVS 64 AND 65,2,594000,817000,2009,0,5760,2540,1570,0,9,0,3,2.0,4,2,0,1,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
174657,1999-11-15,209950,1.0,   ,new,2025,47.6973,-122.3468,6,SEATTLE,LR2 (M),,29,225000,363000,1999,0,1698,1570,640,380,7,7,3,2.0,3,2,0,1,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
72451,2014-10-15,255000,,   ,nochg,2025,47.3144,-122.2779,27,AUBURN,R5,,2,171000,368000,1958,0,16117,1900,1900,0,7,0,3,1.0,3,2,0,0,0,360,0,0,0,2,0,0,0,0,0,0,0,0,0,0,I
12592,2000-05-15,336900,1.0,   ,nochg,2025,47.4823,-121.8013,80,NORTH BEND,LDR,FORSTER WOODS DIV NO. 03 & 04,2,329000,616000,1995,0,9686,2400,1300,0,8,0,3,2.0,4,2,0,1,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
171310,2006-02-15,500000,2.0,   ,nochg,2025,47.5896,-122.3898,16,SEATTLE,NR3,WEST SEATTLE L&I CO 2ND PLAT OF B 23-61,2,431000,755000,1929,0,4220,2420,900,900,8,6,4,1.5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
111484,2001-09-15,400000,2.0, 41 ,nochg,2025,47.672,-122.2872,44,SEATTLE,NR3,UNIVERSITY HOME TRS,2,779000,455000,1947,0,5564,2360,1180,1180,7,7,5,1.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
136465,2007-08-15,505000,3.0,   ,new,2025,47.5663,-122.4082,16,SEATTLE,LR2 (M),CHILBERGS ADD TO W S,29,297000,456000,2002,0,1266,1310,560,190,8,8,3,2.0,3,1,0,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
115916,2022-04-15,875000,3.0, 15 ,nochg,2025,47.7063,-122.3065,7,SEATTLE,NR2,VICTORY HEIGHTS ADD,2,588000,99000,1940,0,7503,1310,1310,0,7,0,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
185766,2009-06-15,460000,1.0,   ,nochg,2025,47.7173,-122.1615,93,KIRKLAND,RSA 8,ALLISON ESTATES,2,774000,463000,1997,0,7511,2040,1150,0,9,0,3,2.0,3,2,0,1,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q
99046,2011-01-15,460000,2.0, 26 ,nochg,2025,47.6712,-122.2861,44,SEATTLE,NR3,UNIVERSITY HOME TRS,2,779000,184000,1946,0,5885,1730,820,580,7,6,4,1.5,4,1,1,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
15602,2018-11-15,646382,,   ,new,2025,47.4255,-122.1842,51,KENT,SR-6,ASTON CREST,2,259000,611000,2018,0,6625,2511,1020,0,8,0,3,2.0,4,1,1,1,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
124645,1999-06-15,300000,1.0,   ,reno - before,1999,47.6846,-122.2935,45,SEATTLE,SF 5000,STATE PARK ADD TO SEATTLE,2,93000,147000,1946,1984,6120,1680,1000,0,7,0,3,2.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
22571,2003-11-15,270000,,   ,nochg,2025,47.7206,-122.2876,8,SEATTLE,NR2,CEDAR PARK NO. 02,2,461000,362000,1968,0,7501,1820,1220,600,7,7,4,1.0,4,1,2,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
176906,2000-04-15,410000,1.0,   ,nochg,2025,47.6622,-122.3329,43,SEATTLE,LR2 (M1),BALTIMORE THE ADD,2,1452000,1000,1914,0,5700,1330,1330,0,7,0,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
197781,2005-07-15,499000,3.0,   ,new,2025,47.7356,-121.9739,70,DUVALL,R4,MILLER'S HOMESTEAD,2,255000,777000,2002,0,10459,2820,1380,0,9,0,3,2.0,4,2,0,1,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119308,2014-10-15,505000,2.0,   ,new,2025,47.6025,-122.3104,15,SEATTLE,LR3 (M),YESLERS H L 1ST ADD,29,334000,543000,2005,0,1483,1995,650,235,8,7,3,3.0,4,2,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D
138696,2020-08-15,655000,2.0,   ,nochg,2025,47.7398,-122.3537,1,SHORELINE,R6,WALLIS COUNTRY CLUB TRS,2,341000,366000,1951,0,9291,1160,1160,0,7,0,5,1.0,2,1,0,0,0,460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A
113539,2014-01-15,327000,3.0,   ,nochg,2025,47.5459,-122.3753,77,SEATTLE,LR1 (M),HIGH POINT ADD,2,405000,331000,1929,0,2924,2120,1060,1060,7,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
125731,2022-06-15,2375000,2.0,   ,new,2025,47.5088,-121.7825,80,KING COUNTY,RA10,CIRCLE RIVER RANCH ADD,2,526000,945000,2019,0,69696,3170,1500,0,9,0,3,2.0,3,2,0,1,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N
150366,2015-10-15,204500,1.0,   ,nochg,2025,47.363,-122.0863,86,COVINGTON,R8,TIMBERLANE ESTATES DIV NO. 01,2,230000,191000,1968,0,5494,1060,1060,0,6,0,5,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
99892,2014-05-15,225000,4.0,   ,nochg,2025,47.3394,-122.2806,27,KING COUNTY,R6,CAMELOT DIV C,2,160000,369000,1963,0,7210,1660,1100,560,7,7,4,1.0,3,1,0,1,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
43852,2022-02-15,960000,,   ,nochg,2025,47.6787,-122.2787,46,SEATTLE,NR3,VIEW RIDGE PARK NO. 02,2,836000,98000,1944,0,6138,1370,1070,300,7,6,3,1.0,2,1,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
67688,2005-02-15,589000,1.0,   ,nochg,2025,47.6712,-122.2724,46,SEATTLE,NR3,HAWTHORNE HILLS ADD,2,919000,468000,1950,0,6000,1780,1140,640,8,7,4,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,C
85586,2014-08-15,431500,4.0, 41 ,new,2025,47.542,-121.8639,75,SNOQUALMIE,MU,SNOQUALMIE RIDGE PLAT 11-PARCEL E,2,475000,450000,2003,0,3237,1970,770,0,8,0,3,2.0,4,2,0,1,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102961,2003-08-15,240000,2.0, 26 ,nochg,2025,47.5694,-122.1359,31,BELLEVUE,R-5,,2,991000,43000,1979,0,20037,1320,1320,0,7,0,4,1.0,3,2,0,0,0,440,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R
61121,1999-10-15,698000,2.0,   ,reno - after,1999,47.7046,-122.2745,46,SEATTLE,SF 5000,,2,245000,118000,1941,0,2623,1220,760,0,6,0,4,2.0,3,1,0,1,0,0,6,0,0,0,0,0,2,4,0,0,4,0,0,0,C
163657,2009-10-15,280000,3.0,   ,new,2025,47.385,-122.0286,56,MAPLE VALLEY,R-6,PATRICK'S FAIRE,2,365000,234000,2003,0,5744,1560,700,0,7,0,3,2.0,3,2,0,1,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
64260,2006-03-15,172000,1.0,   ,nochg,2025,47.5035,-122.3494,23,KING COUNTY,R6,FLORENTINE TRS,2,243000,268000,1914,0,7667,1470,1470,0,6,0,4,1.0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,G
31228,2010-09-15,413000,1.0,   ,nochg,2025,47.7565,-122.0789,36,KING COUNTY,RA5,REINTREE,2,469000,556000,1977,0,37275,2180,1720,460,8,7,4,1.0,4,1,1,0,420,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
29189,2017-10-15,345000,2.0,   ,nochg,2025,47.3295,-122.2564,27,AUBURN,R5,MORNING CREST,2,161000,362000,1983,0,9427,1480,1040,440,7,7,4,1.0,3,2,1,0,220,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
52704,2015-01-15,440000,2.0,   ,new,2025,47.6673,-122.377,19,SEATTLE,C1-75 (M),GILMAN PARK BLKS 050 THRU 94,29,241000,500000,2007,0,1032,1540,620,300,8,8,3,2.0,3,2,0,1,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B
114319,2017-08-15,432000,2.0, 26 ,nochg,2025,47.5055,-122.1864,85,RENTON,R-8,RENTON SUNSET ADD,2,538000,315000,1979,0,7643,2100,1320,780,8,8,5,1.0,3,1,3,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
93872,2001-03-15,240000,1.0,   ,nochg,2025,47.5279,-122.3808,17,SEATTLE,NR3,COUNCIL CREST ADD,2,403000,273000,1944,0,5075,1690,790,600,7,7,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
168978,2007-01-15,645000,2.0,   ,miss99,2025,47.6155,-122.2917,15,SEATTLE,NR3,YESLERS H L 2ND ADD,29,370000,620000,1974,2007,3618,2980,1070,1160,8,8,3,1.5,2,2,0,1,0,250,0,0,0,0,0,0,0,2,0,0,0,0,0,0,D
87551,2022-03-15,962000,4.0,   ,new,2025,47.4517,-122.119,60,KING COUNTY,R6P,WOODSIDE AT MCGARVEY PARK DIV 3,2,260000,432000,2003,0,4513,1920,1040,0,8,0,3,2.0,3,2,0,1,0,440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,K
187769,2017-09-15,654500,2.0,   ,nochg,2025,47.5569,-122.2972,79,SEATTLE,NR3,LOCKMORE 3RD ADD,2,511000,354000,1949,0,7875,1640,1640,0,8,0,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
93239,2002-05-15,254500,,   ,nochg,2025,47.2611,-122.0163,40,KING COUNTY,RA2.5,,2,160000,381000,1983,0,45271,2370,1020,800,8,7,3,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
169938,2021-11-15,830000,5.0, 15 ,nochg,2025,47.6605,-122.1878,74,KIRKLAND,RS 8.5,HALLS ADD TO KIRKLAND,2,726000,470000,1979,0,10350,1760,1330,430,7,7,4,1.0,3,1,1,1,240,290,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Q
145438,2004-07-15,257000,1.0,   ,new,2025,47.5476,-122.0047,75,ISSAQUAH,UVSF-1,ISSAQUAH HIGHLANDS DIV 25B,29,411000,265000,2003,0,1163,1240,610,0,8,0,3,2.0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
